TransactionID,CustomerID,Product,Category,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,Device,SessionDuration,CouponCode,ReturnStatus,Warehouse,ShippingType,ReviewText
2334,1168,,,12331,3,Cash,Mumbai,IN,,Y,2.5710609093722363,,Mobile,113,OFF20,,WH2,Express,Bad
509,1731,Dress,Fashion,45296,1,UPI,Mumbai,IND,02/03/2023,N,2.3573559935610935,,Desktop,486,OFF20,Not Returned,WH2,Standard,
2106,1486,Mobile,Accessories,86072,3,Card,Chennai,India,2023-01-01,N,4.946144188696576,Chrome,,487,,,,Express,
1034,1711,Mobile,Accessories,46620,2,UPI,,IND,2023-01-01,N,4.948364387613772,,Mobile,96,YIrSES,Not Returned,WH3,Express,Good
905,1241,Headphones,Accessories,37496,4,Cash,Mumbai,IN,April 5 2023,Yes,4.279528766690383,Safari,Desktop,392,YIrSES,,,,
2258,1255,Laptop,Fashion,55113,4,Cash,Delhi,IND,,No,4.803549521624704,Edge,Mobile,378,OFF20,,WH3,Standard,Average
957,1894,Laptop,Electronics,16364,2,Cash,Hyderabad,,,,2.8393714701591204,Edge,,29,YIrSES,Returned,WH2,Express,Bad
1593,1632,Headphones,Accessories,77712,2,,Hyderabad,India,April 5 2023,Yes,1.1867215011127419,Chrome,Mobile,455,SAVE10,Not Returned,WH3,,Average
4990,1103,Laptop,,45391,1,UPI,Mumbai,IND,02/03/2023,Yes,1.807091436261616,Safari,Tablet,485,,,WH3,Express,Average
4117,1686,Mobile,Electronics,9849,2,,Hyderabad,,02/03/2023,Y,4.230292571992364,Chrome,Mobile,8,SAVE10,Not Returned,WH2,,Good
964,1625,Dress,Fashion,15655,3,NetBanking,Mumbai,IND,02/03/2023,,2.873292125763699,Safari,,425,OFF20,Returned,WH3,Express,Average
2787,1157,Mobile,Fashion,82061,4,,Delhi,IND,02/03/2023,N,4.396525734004888,Edge,Mobile,4,YIrSES,Returned,WH1,,
238,1814,Mobile,Fashion,36317,4,Card,Delhi,IN,April 5 2023,No,4.2226467650828745,,,140,,Not Returned,WH1,Standard,
2031,1105,Headphones,Accessories,48441,1,,Mumbai,India,April 5 2023,Yes,2.7475022567646312,,Tablet,410,SAVE10,,,Standard,Good
1813,1586,Headphones,Accessories,47777,1,,Mumbai,IN,April 5 2023,N,3.631897238744532,Edge,,236,SAVE10,Not Returned,WH3,,Good
4293,1433,Laptop,,82620,3,NetBanking,Hyderabad,India,April 5 2023,,4.5294511153649974,Chrome,Tablet,125,SAVE10,,,,Average
2290,1475,,Electronics,92842,3,NetBanking,Hyderabad,,02/03/2023,,1.1218474192171923,Safari,Desktop,240,OFF20,,WH1,,Average
3942,1706,Headphones,Electronics,77581,4,UPI,Hyderabad,,,Y,1.7669779628769602,Safari,,94,,,WH3,,Average
1729,1834,,Accessories,69310,3,UPI,,,,N,2.6493353555756367,Safari,,137,YIrSES,,WH3,Express,Bad
4568,1972,Mobile,Electronics,83904,2,Cash,Hyderabad,,,No,1.1151691031632676,Chrome,,89,YIrSES,Returned,WH3,Express,
2429,1720,,Electronics,90455,4,NetBanking,Chennai,India,April 5 2023,Yes,1.746347970452931,Safari,Mobile,287,OFF20,Not Returned,WH2,,Bad
269,1718,Laptop,Electronics,15385,3,NetBanking,Delhi,IND,,Y,1.7157574697292386,Chrome,Mobile,107,YIrSES,,WH3,Standard,Average
2897,1073,Shoes,,71447,1,Card,Mumbai,,02/03/2023,No,1.3183727042607805,Chrome,Desktop,444,,Returned,WH2,,Average
4832,1952,,,26518,1,NetBanking,Hyderabad,India,,Y,4.309222560971257,Edge,Tablet,205,,Returned,WH3,,Good
4409,1665,Dress,Electronics,95620,4,Card,Hyderabad,IN,,Y,3.2310059024374747,Edge,Tablet,434,YIrSES,Not Returned,,Express,Bad
2722,1285,Headphones,Fashion,60817,4,NetBanking,,IND,2023-01-01,N,4.696272881098206,,Desktop,482,SAVE10,Not Returned,WH1,,Good
1577,1067,Laptop,Electronics,40380,3,Cash,,IND,2023-01-01,,1.7253720208255139,Safari,Desktop,499,YIrSES,,,Standard,Bad
1052,1858,Dress,Fashion,70611,4,Card,Chennai,IN,April 5 2023,No,4.108900831254134,,Desktop,258,,Returned,WH1,,
2050,1570,Laptop,Fashion,75968,4,Cash,Chennai,IND,02/03/2023,N,2.607497545220602,Edge,Desktop,465,SAVE10,Not Returned,WH3,,
4280,1442,Shoes,Accessories,48869,4,NetBanking,Hyderabad,IND,02/03/2023,No,4.646833477520705,,,271,SAVE10,,WH1,Standard,
3230,1892,Laptop,Accessories,67717,4,Cash,,,02/03/2023,,2.239200710095889,Safari,Tablet,382,SAVE10,Returned,WH1,,Good
202,1390,Mobile,Electronics,51052,1,,,IND,02/03/2023,,4.758962937605469,Safari,,116,OFF20,Returned,WH3,Standard,
208,1970,,Electronics,24605,3,Cash,Mumbai,India,2023-01-01,Y,1.4094964286476075,Edge,,355,OFF20,Not Returned,WH3,Standard,Bad
2326,1660,,Fashion,37013,1,Card,Chennai,,02/03/2023,Y,4.474307479006422,Edge,Mobile,352,,Returned,WH2,,
4020,1094,Shoes,,60052,2,UPI,,,April 5 2023,No,4.316623643661936,,Tablet,65,YIrSES,,,Standard,Good
4072,1154,,Accessories,72050,3,,Hyderabad,India,April 5 2023,,4.970091137499657,Chrome,Desktop,365,,Not Returned,WH3,,Average
4432,1190,Shoes,Fashion,62951,1,UPI,Chennai,IN,,N,3.0940756357683825,,Tablet,390,YIrSES,Returned,,Standard,Bad
615,1652,Dress,,8661,1,Cash,Mumbai,,2023-01-01,Yes,4.774021894205341,Chrome,Tablet,13,SAVE10,,WH1,Express,Good
2318,1659,Headphones,Fashion,21699,3,UPI,,India,02/03/2023,,3.134284819035422,Chrome,Desktop,182,SAVE10,,WH3,Standard,Average
3552,1139,Dress,Accessories,16548,3,UPI,,India,,,1.7849711460948754,,Mobile,439,SAVE10,,WH1,Standard,Good
3850,1335,Mobile,,78609,2,NetBanking,Delhi,IND,02/03/2023,Yes,1.7904827070238634,,,7,YIrSES,Returned,WH1,Standard,
2622,1281,,Electronics,40076,4,NetBanking,Hyderabad,India,April 5 2023,N,1.3089854452588412,Safari,Tablet,342,YIrSES,,WH2,,Good
2634,1076,Mobile,Fashion,74170,1,Cash,Mumbai,,02/03/2023,,1.4962608045419294,Safari,,286,OFF20,Not Returned,,Express,Average
3966,1054,Mobile,Fashion,22501,3,Cash,Hyderabad,IND,,Yes,2.680912991864556,Edge,Tablet,96,,Returned,,Standard,
1156,1739,Mobile,Accessories,87446,1,,Chennai,India,April 5 2023,No,1.792145811713251,Chrome,Tablet,231,,,,,Good
1391,1707,Headphones,,25578,2,Cash,Hyderabad,IND,,N,3.745977780691175,Chrome,Tablet,264,SAVE10,,WH1,Standard,
105,1940,Headphones,,60838,3,Cash,,IN,2023-01-01,Y,1.3996696713641614,Edge,,45,,Returned,,,Bad
889,1521,Laptop,Accessories,84497,4,NetBanking,Mumbai,IN,02/03/2023,N,3.3602262165258265,Safari,Desktop,11,,Not Returned,WH3,,
1122,1117,,Fashion,86511,1,UPI,Mumbai,India,,Yes,2.48139561188517,Safari,Desktop,218,SAVE10,Not Returned,WH2,,Bad
4945,1757,Headphones,Accessories,82150,2,Cash,,,2023-01-01,Yes,1.1872878519111412,Safari,Desktop,258,YIrSES,Returned,WH3,Express,Bad
2013,1753,Mobile,,71405,3,NetBanking,Hyderabad,,,,1.3972735314137075,Safari,Desktop,196,,Returned,WH1,,
2316,1965,Headphones,Fashion,15557,3,,Delhi,IND,02/03/2023,Yes,3.992623652042566,,Mobile,222,SAVE10,Returned,,Standard,Average
3126,1686,Headphones,Fashion,84987,3,Card,Mumbai,,2023-01-01,No,2.2186183275134077,Safari,Tablet,289,,Not Returned,WH2,,Bad
2025,1911,,Electronics,61591,4,Card,Mumbai,,April 5 2023,No,2.8403875340898623,Edge,Tablet,76,OFF20,Not Returned,,Standard,Bad
3083,1628,Laptop,Electronics,61697,3,,Chennai,,2023-01-01,Y,1.6074959093438097,Edge,Desktop,293,,Not Returned,WH3,Standard,
1948,1283,Dress,Accessories,36323,3,NetBanking,Delhi,,April 5 2023,Y,3.2226076914230677,Chrome,Mobile,94,,,WH1,,Average
2567,1047,Headphones,Fashion,78619,2,Cash,Hyderabad,IN,April 5 2023,Y,1.1730806393941688,Safari,Tablet,57,OFF20,Returned,WH2,Express,Bad
2302,1520,Dress,Accessories,94211,2,UPI,,India,,Yes,2.92647708674964,Edge,Desktop,26,,Returned,WH3,Standard,Good
2461,1191,Laptop,Fashion,30204,1,,Hyderabad,,02/03/2023,N,3.9197424987084224,Chrome,Desktop,424,SAVE10,Returned,,,Good
3034,1314,Shoes,Electronics,10939,3,UPI,,IN,2023-01-01,Yes,4.173113207868642,,Tablet,130,OFF20,Returned,WH2,Express,Good
468,1241,Mobile,Accessories,66080,1,Cash,,IN,,N,3.051434400452652,Edge,,403,YIrSES,Not Returned,WH1,,Average
1769,1778,Laptop,Fashion,63722,1,UPI,Hyderabad,,02/03/2023,Yes,4.366723338776163,,Tablet,150,YIrSES,Not Returned,,Express,Good
1384,1783,Headphones,Fashion,2793,1,NetBanking,Hyderabad,IND,2023-01-01,Yes,4.39040973555173,Safari,Mobile,454,SAVE10,Returned,WH3,Express,Good
2359,1336,Mobile,,71715,4,,,IN,,N,3.9552536098904025,Chrome,Tablet,115,YIrSES,Returned,WH2,Express,Average
3524,1790,Laptop,Fashion,69413,4,NetBanking,,IND,02/03/2023,Y,3.94583893864214,Safari,Mobile,385,OFF20,Not Returned,WH2,,Good
3351,1480,Laptop,Accessories,40377,2,Card,Hyderabad,,,,2.7425249566287566,,Tablet,139,YIrSES,Not Returned,,,Average
408,1851,Dress,Electronics,13999,3,,Hyderabad,,2023-01-01,N,1.9215516043995189,Chrome,Mobile,17,OFF20,Returned,WH3,,
2807,1386,Headphones,Fashion,13055,4,UPI,Mumbai,,2023-01-01,No,4.04088766466107,Edge,Desktop,459,,,WH3,,Bad
3901,1944,Laptop,Fashion,81871,4,,Chennai,IND,April 5 2023,Y,3.079836284636663,Chrome,Tablet,39,OFF20,Returned,WH2,,
4623,1542,Dress,Fashion,57475,4,UPI,Hyderabad,IND,April 5 2023,N,1.343113248024765,Chrome,Tablet,263,YIrSES,,WH1,,Average
2696,1234,,Electronics,2351,3,NetBanking,,IND,April 5 2023,N,3.3717455631489512,,,239,YIrSES,Returned,WH1,Express,Average
1575,1396,,Accessories,46852,3,UPI,Delhi,India,2023-01-01,N,4.7717692868843145,Chrome,,440,OFF20,Not Returned,,Standard,
326,1978,Shoes,Electronics,16978,2,UPI,Delhi,,02/03/2023,Y,4.152454422675159,Edge,,400,YIrSES,Returned,WH1,Express,Average
4491,1246,Shoes,Accessories,40405,4,,Delhi,India,April 5 2023,N,2.479053733358383,Edge,Desktop,335,OFF20,,WH1,,Good
942,1856,Laptop,Fashion,91754,2,Cash,Chennai,IND,2023-01-01,,1.1240429946148898,Edge,Tablet,374,OFF20,Returned,WH2,Standard,Bad
1671,1491,Headphones,Accessories,111,3,NetBanking,Chennai,,,No,2.122638743601999,Chrome,,213,SAVE10,Not Returned,,Standard,Good
2466,1099,,Fashion,24040,4,UPI,Delhi,IN,April 5 2023,Yes,2.053701057177117,,Mobile,350,,,WH1,Standard,Average
3977,1017,Mobile,Fashion,25633,3,,Chennai,IND,,No,1.0018710323819016,,Mobile,280,,,WH3,,
1303,1201,Shoes,Electronics,85401,3,Cash,Mumbai,IN,02/03/2023,No,1.1908623878740592,,Mobile,452,OFF20,Not Returned,WH3,Express,Average
3707,1100,Mobile,Accessories,41982,1,UPI,Hyderabad,IND,2023-01-01,Yes,1.3692594466295067,Edge,Mobile,418,OFF20,,WH2,Express,
864,1745,Mobile,Accessories,4080,4,Card,Hyderabad,IND,02/03/2023,Yes,3.2082562910568746,Edge,Tablet,218,,,,Express,Bad
4011,1190,Mobile,Electronics,64427,4,UPI,,India,April 5 2023,No,4.589379721146516,,Tablet,134,YIrSES,,,,Average
4314,1141,,Fashion,60510,2,UPI,Mumbai,,April 5 2023,No,3.8902170342776166,Chrome,Desktop,191,YIrSES,Not Returned,WH3,,
2406,1250,Laptop,Fashion,26669,1,Card,Chennai,,2023-01-01,Y,3.1162420906529786,Edge,Desktop,147,YIrSES,Not Returned,WH3,,Good
1271,1886,Dress,Electronics,83006,3,Cash,Mumbai,IN,,Yes,4.612898509026293,,Mobile,457,SAVE10,Not Returned,WH2,Express,
739,1788,,,50029,2,UPI,Hyderabad,India,02/03/2023,N,4.046890589421293,Chrome,Desktop,483,,,WH2,,Bad
3779,1147,Shoes,Electronics,56375,4,Cash,Delhi,IND,02/03/2023,Yes,4.445674837007774,Chrome,,427,SAVE10,Returned,WH1,Express,Good
4195,1760,Dress,Fashion,2201,3,Card,,IN,02/03/2023,Y,1.264449758524472,,Tablet,177,OFF20,,WH2,Standard,Average
200,1008,Laptop,Accessories,10001,3,UPI,Delhi,IND,April 5 2023,No,3.4672064089435466,Edge,Tablet,41,SAVE10,Not Returned,,Express,
574,1810,Laptop,Fashion,17435,4,UPI,Mumbai,,,,3.1399749454686137,,Desktop,194,,Returned,,,Good
705,1874,Mobile,Electronics,43300,1,,Mumbai,IN,02/03/2023,Y,3.7588903669986844,,Desktop,453,SAVE10,Not Returned,WH3,,Bad
772,1648,Mobile,,76843,4,Cash,Chennai,IN,2023-01-01,No,3.569993400342145,Edge,Desktop,83,SAVE10,,,Express,
3475,1863,Headphones,Accessories,95301,1,UPI,,India,,N,1.514413601896659,Chrome,Mobile,18,YIrSES,Returned,WH1,,Good
4692,1214,Mobile,,41719,2,UPI,Delhi,IN,2023-01-01,Y,4.074411078296578,Chrome,Desktop,221,OFF20,Returned,,Standard,Bad
2556,1710,Laptop,Fashion,81792,3,UPI,,India,,No,1.7289145329123872,Edge,Tablet,287,OFF20,,WH2,Express,Bad
92,1186,Mobile,Electronics,10952,3,Card,Chennai,IN,2023-01-01,Y,2.569498506079312,Safari,,485,,,WH2,Express,Bad
4154,1679,Laptop,Electronics,69687,4,UPI,,IN,02/03/2023,N,3.9370810236732936,,Mobile,17,YIrSES,Returned,WH2,Express,
2067,1212,Laptop,,71045,4,Card,Chennai,India,,Yes,3.189018663366776,Chrome,Tablet,395,OFF20,Returned,WH1,Express,Bad
1415,1160,Dress,Electronics,26770,1,UPI,Chennai,,2023-01-01,Y,2.1642445270001294,Chrome,Desktop,404,YIrSES,Returned,WH2,Standard,
4291,1893,Mobile,Accessories,41751,3,Card,Mumbai,IND,2023-01-01,Y,1.6750909139561525,Edge,Tablet,55,,Not Returned,WH1,Express,Average
4746,1875,Dress,Fashion,25463,3,Cash,,IND,April 5 2023,Y,2.849682415633462,Edge,Mobile,252,SAVE10,Not Returned,,Standard,Average
4083,1707,Laptop,Electronics,92080,3,Card,Delhi,India,02/03/2023,,3.6477209341839876,Safari,Mobile,272,SAVE10,Not Returned,,,Good
3169,1171,Headphones,,31024,3,NetBanking,Hyderabad,IND,April 5 2023,No,3.3645312133333567,Safari,Desktop,96,,Not Returned,WH3,Standard,Good
1681,1660,Headphones,,17688,2,Card,Mumbai,India,2023-01-01,Y,2.180129203696142,Safari,Tablet,468,SAVE10,Not Returned,WH2,Express,
1455,1362,Mobile,,98490,4,,,,02/03/2023,No,1.8544999063509446,Safari,Desktop,191,,Returned,WH3,Express,Bad
613,1660,Laptop,Fashion,83519,4,NetBanking,,IND,2023-01-01,Yes,4.99744731231462,Edge,Mobile,374,OFF20,,WH3,Express,Average
2361,1125,Shoes,Fashion,61735,4,Cash,Chennai,,02/03/2023,No,4.619121127105166,Edge,Mobile,25,YIrSES,Returned,WH1,Standard,Bad
3405,1899,Shoes,Electronics,53777,2,Card,Delhi,,April 5 2023,N,1.6359781789229721,,Tablet,420,SAVE10,,WH2,Express,
4273,1249,Laptop,Accessories,70248,3,Cash,Mumbai,,,Y,1.9147963619614106,Chrome,,392,SAVE10,Not Returned,WH1,,Bad
260,1187,Dress,Electronics,93708,1,Card,Hyderabad,IN,,No,1.7227621105228992,Chrome,,346,OFF20,Returned,WH3,Standard,Bad
436,1467,Dress,Electronics,19083,1,UPI,Mumbai,India,02/03/2023,Y,1.8450005049358689,Safari,,158,OFF20,,WH3,Express,
1031,1269,Mobile,,61923,3,NetBanking,Chennai,India,2023-01-01,No,3.655735649737262,Safari,,457,SAVE10,Returned,WH3,Express,
42,1957,Laptop,Accessories,79125,3,Card,Delhi,IN,April 5 2023,,3.1216735166558034,Edge,Tablet,263,OFF20,,WH1,Express,Bad
1449,1245,,Fashion,52223,4,Cash,Chennai,India,2023-01-01,No,2.0753540330977254,Edge,Tablet,276,SAVE10,Not Returned,,Standard,
4006,1494,Dress,Electronics,46989,4,Cash,,IND,02/03/2023,Yes,1.2423312152437678,Safari,Desktop,364,YIrSES,Returned,WH1,,Average
4494,1839,Mobile,Accessories,80186,4,UPI,Delhi,IN,2023-01-01,N,4.416423214694143,Chrome,Mobile,152,OFF20,,WH2,,Average
1868,1724,Headphones,Electronics,75350,4,,Mumbai,,2023-01-01,No,3.3886138988936993,Safari,Tablet,480,SAVE10,,WH1,Express,Bad
1344,1658,Mobile,Electronics,85982,1,Card,Delhi,IND,April 5 2023,N,1.9894289453905794,Chrome,Tablet,302,SAVE10,Returned,WH2,Standard,Good
3474,1580,Headphones,Electronics,23771,2,NetBanking,Hyderabad,IND,,No,3.2202503464880414,,,229,,Returned,,Standard,Good
1660,1886,Dress,Electronics,71005,3,UPI,Mumbai,India,2023-01-01,Y,1.892432985316919,,Tablet,254,YIrSES,Not Returned,WH2,Express,Good
2222,1737,,Fashion,73199,1,,Mumbai,India,April 5 2023,Yes,1.7136037097722956,Chrome,Desktop,496,OFF20,,WH2,Standard,
4917,1566,Shoes,,89728,3,UPI,,,April 5 2023,,4.958795905155287,Edge,,320,,Not Returned,WH3,Standard,
3545,1237,Dress,,33153,4,Cash,Chennai,IN,April 5 2023,Yes,4.346982630294398,Safari,Desktop,414,,Returned,WH3,,Bad
1462,1007,Laptop,Fashion,56722,3,Cash,Mumbai,,April 5 2023,,3.999109535759158,Safari,Mobile,464,YIrSES,,WH1,Standard,Bad
3471,1666,,Fashion,47530,4,Card,,India,,,1.9951013665869861,Chrome,Desktop,353,,Not Returned,WH3,,Average
3217,1122,Dress,,22066,1,Card,Mumbai,IN,02/03/2023,Yes,1.0839445129576903,,Desktop,77,YIrSES,Returned,WH2,Express,Average
4708,1379,Mobile,Electronics,99344,1,Card,Chennai,IN,2023-01-01,N,2.709517289916901,Safari,Tablet,23,YIrSES,Returned,WH2,Standard,
4268,1792,,Accessories,48868,2,,Chennai,IN,2023-01-01,Yes,3.162790401685396,Safari,Desktop,104,SAVE10,Returned,,Express,
3324,1874,Dress,,14813,4,Card,Chennai,India,02/03/2023,Y,1.9467711728885586,Safari,Desktop,298,YIrSES,,WH3,Standard,Bad
1693,1223,Shoes,,27583,1,,Chennai,IND,April 5 2023,No,4.333160107030645,Safari,Desktop,367,OFF20,,WH1,Express,Bad
334,1506,,Fashion,25164,2,Cash,Chennai,,02/03/2023,N,4.11056974477105,Edge,,186,SAVE10,,WH3,,Good
385,1419,Headphones,Electronics,6402,3,Cash,Delhi,India,April 5 2023,,3.9059317554437425,Chrome,Mobile,20,YIrSES,Returned,WH1,Express,Average
1345,1494,Laptop,Accessories,35351,4,Card,Mumbai,India,,Yes,1.3547156317768119,Edge,Tablet,126,YIrSES,Not Returned,WH2,Express,
1469,1929,Mobile,Electronics,76382,4,NetBanking,Hyderabad,India,April 5 2023,,1.213902089937588,,Tablet,346,SAVE10,Not Returned,,,
16,1113,Laptop,Accessories,59390,3,NetBanking,,IN,2023-01-01,Yes,3.884482909893544,Safari,Tablet,424,SAVE10,Not Returned,WH3,Standard,Bad
3357,1073,Dress,,49297,3,UPI,Mumbai,,2023-01-01,N,3.0608841264016493,,Desktop,13,,Not Returned,WH3,Express,Good
2955,1054,Laptop,Fashion,14973,1,,Chennai,IND,02/03/2023,Y,4.334961391406731,Edge,Mobile,38,YIrSES,Returned,WH3,Standard,Average
2396,1192,Shoes,Accessories,18782,3,UPI,Mumbai,IND,02/03/2023,No,1.375622026393323,Safari,Desktop,202,,Returned,WH1,Express,Average
4185,1121,Headphones,Accessories,57651,4,Cash,Mumbai,,2023-01-01,No,4.5778799289449275,,Tablet,101,YIrSES,Not Returned,WH2,,Good
154,1271,,Fashion,91524,4,NetBanking,,India,02/03/2023,N,3.56098944664398,Chrome,Desktop,45,,Returned,WH1,Express,
1137,1365,Shoes,Electronics,21952,1,NetBanking,,India,,Y,3.589084347137468,,Tablet,451,SAVE10,Not Returned,WH1,Standard,
2417,1312,Dress,Accessories,37636,4,NetBanking,Chennai,India,2023-01-01,N,2.541101247703947,,Mobile,1,,Not Returned,WH1,Express,Bad
2234,1652,Dress,Electronics,21827,3,Card,Hyderabad,India,,,2.5364154283412663,,Mobile,264,SAVE10,Not Returned,WH3,,Bad
4685,1786,Dress,Fashion,11214,4,NetBanking,,IND,,N,2.1400868087960614,Chrome,,240,YIrSES,Not Returned,,,Average
2011,1023,Shoes,,46606,2,,Delhi,IND,April 5 2023,N,1.2873158866944325,,Tablet,484,SAVE10,Returned,,Standard,Good
4822,1519,Mobile,Accessories,39344,3,,,India,02/03/2023,N,2.633827978597742,Edge,Tablet,227,YIrSES,Returned,WH2,Standard,Bad
2367,1820,Mobile,,43992,2,Card,Hyderabad,IND,2023-01-01,No,3.6623308999388957,Chrome,,441,SAVE10,Not Returned,WH1,Express,Bad
874,1880,Laptop,Fashion,56128,3,NetBanking,Hyderabad,IND,April 5 2023,Yes,4.349058842068692,,Tablet,231,OFF20,Returned,WH2,Standard,Average
2348,1306,Dress,,76425,2,Card,Hyderabad,India,,,4.011731671989221,Chrome,,482,YIrSES,Returned,,,Bad
2211,1486,Headphones,Fashion,26068,1,UPI,Delhi,IN,02/03/2023,Yes,2.924392953630458,Chrome,Tablet,28,,,WH3,Express,
155,1315,Shoes,Electronics,31608,1,,,,,Y,1.0130536978462135,Safari,Tablet,30,SAVE10,Not Returned,WH2,,Good
3783,1117,Shoes,Accessories,76973,4,Card,Chennai,India,2023-01-01,Yes,1.5976120406297087,Chrome,Desktop,462,OFF20,Returned,WH2,Express,
758,1596,Laptop,Accessories,23543,1,Cash,Chennai,IND,02/03/2023,,2.746635392280868,,,280,YIrSES,Not Returned,WH1,Standard,Good
2091,1136,Headphones,Accessories,34555,4,Card,Delhi,IN,April 5 2023,No,3.7419528953583,Chrome,Desktop,204,YIrSES,Not Returned,WH2,Standard,Average
3094,1708,Shoes,Fashion,48669,2,NetBanking,Hyderabad,India,,No,1.6195724424154259,Chrome,,201,,Not Returned,WH3,,
3594,1224,Laptop,Fashion,74013,3,Cash,Delhi,IN,02/03/2023,No,3.9209604880858304,Edge,,73,YIrSES,Not Returned,WH2,Standard,Good
2084,1715,Dress,Electronics,51571,3,Cash,Mumbai,IND,,Y,4.819800806719011,,Mobile,281,,Not Returned,WH3,Standard,Average
4457,1310,,,76681,2,UPI,Hyderabad,,2023-01-01,Yes,4.655874813690163,Edge,Desktop,369,,,WH3,Standard,
945,1237,Headphones,,62423,1,Card,Hyderabad,IN,,N,3.078855939885638,Chrome,,330,OFF20,,WH1,Express,Average
3535,1946,Headphones,Accessories,44349,1,Card,Chennai,India,April 5 2023,No,2.212358844259913,Chrome,Desktop,363,,,WH1,Standard,
4985,1792,Headphones,Fashion,48567,3,UPI,Delhi,,April 5 2023,N,4.694294653832874,Edge,Desktop,72,,,WH3,,Good
419,1589,Shoes,Accessories,32795,2,NetBanking,Chennai,India,2023-01-01,N,1.1075196448097082,Edge,,171,SAVE10,Returned,WH1,Standard,Bad
2682,1690,Shoes,Fashion,89875,2,UPI,Hyderabad,India,,Yes,1.99301090820172,Safari,Desktop,199,,Returned,WH2,Standard,
1309,1112,,,64956,3,,Chennai,IND,2023-01-01,N,2.0761789171670486,Safari,Tablet,421,SAVE10,Returned,,,Good
360,1752,,Fashion,51734,3,NetBanking,Hyderabad,,02/03/2023,Y,1.4824556371474409,Chrome,Mobile,367,YIrSES,Not Returned,,Standard,
1459,1339,Mobile,Accessories,6355,4,NetBanking,Chennai,,,N,2.1399027572203515,Chrome,Desktop,232,,Returned,,Express,Bad
4604,1392,Headphones,Electronics,79065,4,NetBanking,Mumbai,India,2023-01-01,,4.708223830219811,Chrome,,271,OFF20,Not Returned,WH2,Express,Average
166,1926,Dress,Electronics,76883,4,Cash,,India,2023-01-01,Y,4.6393103880024995,,,87,,Not Returned,WH2,Standard,
374,1516,Mobile,,15627,1,NetBanking,,IND,,Yes,1.8060502247907908,Safari,,221,YIrSES,,WH1,,Average
4932,1945,Mobile,Fashion,97757,2,Card,,IND,,No,2.807497349312238,Safari,Desktop,108,YIrSES,Returned,WH2,Standard,Good
3345,1389,Laptop,Electronics,77961,3,,Delhi,,April 5 2023,,1.5740101165838083,Edge,Mobile,213,SAVE10,Returned,,Standard,Good
1664,1998,Headphones,,75635,3,Cash,Mumbai,,02/03/2023,,1.6732653209653239,Safari,Mobile,257,SAVE10,Returned,,Express,Good
2474,1066,Laptop,Fashion,87692,1,NetBanking,Hyderabad,IN,,Y,2.343052921641767,Safari,Tablet,266,OFF20,,,Standard,Good
4262,1534,Mobile,,80026,3,Cash,Mumbai,India,,Yes,1.070460212838182,Edge,Mobile,188,,Not Returned,WH2,Standard,
1298,1125,Laptop,,78287,1,Cash,Hyderabad,IN,April 5 2023,N,2.7971193413707014,Chrome,Mobile,470,OFF20,Not Returned,WH3,Standard,
2669,1046,Shoes,Accessories,35218,3,Cash,,IND,02/03/2023,,1.4506142209085158,Safari,Tablet,382,SAVE10,Not Returned,WH3,,Bad
4464,1794,Laptop,Electronics,12354,1,NetBanking,Delhi,IN,April 5 2023,No,2.3591051410585804,Chrome,Desktop,306,SAVE10,Not Returned,WH1,Express,Average
4071,1887,Mobile,,76282,4,UPI,Delhi,,2023-01-01,,3.3452052882915386,Chrome,,261,,Returned,WH2,,Bad
2523,1718,Shoes,Fashion,73968,2,,Chennai,IN,April 5 2023,Y,3.969872821203643,Safari,Mobile,143,OFF20,Returned,WH3,Standard,Bad
3481,1463,Laptop,,81138,2,Cash,Mumbai,IND,,N,1.297217537854142,,Tablet,184,SAVE10,Not Returned,,,
263,1795,,Accessories,85645,1,Card,Hyderabad,IN,April 5 2023,No,2.735754547182681,Chrome,Tablet,396,YIrSES,Not Returned,WH1,Standard,Bad
4132,1784,Headphones,Electronics,58184,4,,Delhi,,April 5 2023,N,2.149269355564824,Chrome,,275,,,WH3,,Bad
897,1920,Shoes,Accessories,20995,4,UPI,Delhi,India,April 5 2023,N,2.4467066886353224,Edge,,384,YIrSES,Not Returned,,Express,Good
998,1727,Headphones,,3638,3,UPI,Hyderabad,,,,3.3377596146102855,Edge,Tablet,325,YIrSES,,,Standard,Bad
3794,1665,,Fashion,5183,3,Card,,IN,,Y,4.794802978169944,,Mobile,328,SAVE10,Not Returned,,Standard,Bad
2288,1144,Dress,Accessories,51251,3,UPI,,,,Yes,1.6451732841001396,,Mobile,406,SAVE10,Not Returned,WH1,Express,Bad
376,1544,Headphones,,68856,3,Card,,IND,,Yes,1.1050474550625702,Edge,,22,OFF20,,WH3,Express,Good
644,1152,Shoes,Electronics,91340,2,Card,Mumbai,IN,2023-01-01,N,4.857265893101598,Safari,Mobile,359,OFF20,Returned,,,Bad
1164,1298,Dress,,65281,2,Card,Chennai,IN,02/03/2023,Y,3.971449752255106,Safari,Mobile,443,SAVE10,Not Returned,WH2,Standard,
1030,1337,Shoes,,62691,3,,,,,No,3.939170252801789,Edge,Tablet,84,SAVE10,Not Returned,WH3,Standard,Bad
